adress,latitude,longitude,contents/0,contents/1,quantity,contents/2,contents/3,contents/4,contents/5,contents/6,contents/7,contents/8,contents/9,contents/10,contents/11,contents/12,contents/13,contents/14,contents/15,contents/16,contents/17,contents/18,contents/19,contents/20,contents/21,contents/22,contents/23,contents/24,contents/25,contents/26,contents/27,contents/28,contents/29,contents/30,contents/31,contents/32,contents/33,contents/34,contents/35,contents/36,contents/37,contents/38,contents/39,contents/40,contents/41,contents/42,contents/43,contents/44,contents/45,contents/46,contents/47,contents/48,contents/49,contents/50,contents/51,contents/52,contents/53,contents/54,contents/55,contents/56,contents/57,contents/58,contents/59,contents/60,contents/61,contents/62,contents/63,contents/64,contents/65,contents/66,contents/67,contents/68,contents/69,contents/70,contents/71,contents/72,contents/73,contents/74,contents/75,contents/76,contents/77,contents/78,contents/79,contents/80,contents/81,contents/82,contents/83,contents/84,contents/85,contents/86,contents/87,contents/88,contents/89,contents/90,contents/91,contents/92,contents/93,contents/94,contents/95,contents/96,contents/97,contents/98,contents/99,contents/100,contents/101,contents/102,contents/103,contents/104,contents/105,contents/106,contents/107,contents/108,contents/109,contents/110,contents/111,contents/112,contents/113,contents/114,contents/115,contents/116,contents/117,contents/118,contents/119
부산광역시 북구,35.1971347,128.9903711,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량,1,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2시간 동안 집중호우 발생2. 산으로부터 우수량이 급격히 증가하고 하천의 용량 부족으로 침수피해 발생,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시 수영구,35.145615,129.1130831,1. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수 및 해수의 유입으로 인해 관거용량을 초과하여 배수 불량2. 해수면 만조위 및 태풍의 영향으로 월파한 해수가 저지대로 유입되어 침수 발생.,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생- 수영강 수위 상승으로 범람 위기2. 하천 수위 상승으로 인한 내수배제 불량- 수영강 수위 상승으로 배수 지연3. 하수/ 우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량 및 역류 발생,1,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/ 우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/ 우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량,집중호우로인한 하수도용량초과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라북도 정읍시,35.5698855,126.8558955,주변에 비해 지대가 낮고 배수로가 협소하여 우수 집중시 배수지연으로 침수피해 발생,주변에 비해 지대가 낮고 배수로가 협소하여 우수 집중시 배수지연으로 침수피해 발생. 배수펌프장이 있으나 배수펌프의 미작동으로 인하여 침수피해 가중됨.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라북도 순창군,35.3744136,127.1375968,섬진강이 휘어져 가는 구간으로 섬진강 제방쪽으로 구거가 설치되어있다. 지면의 높이는 섬진강방향으로 낮아지는 형태이며/ 배수방향 또한 섬진강방향으로 흐르도록 되어있다. 하지만 집중호우시 급격히 늘어난 배수량을 감당하지 못하고 제방 부분에서 오히려 역류현상이 일어나 지대가 낮은 곳부터 침수가 일어난다. 상습적인 침수지역으로 개선책이 필요하다.,섬진강이 휘어져 가는 구간으로 섬진강 제방쪽으로 구거가 설치되어 있다. 지면의 높이는 섬진강방향으로 낮아지는 형태이며/ 배수방향 또한 섬진강방향으로 흐르도록 되어있다. 하지만 집중호우시 급격히 늘어난 배수량을 감당하지 못하고 제방 부분에서 오히려 역류현상이 일어나 지대가 낮은 곳부터 침수가 일어난다. 상습적인 침수지역으로 개선책이 필요하다.,1,집중호우시 급격히 늘어난 배수량을 감당하지 못하고 제방 부분에서 오히려 역류현상이 일어나 지대가 낮은 곳부터 침수가 일어난다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라북도 고창군,35.4358216,126.7020806,침수지역에 집중적인 폭우로 인한 강수량을 소화할 수 있는 배수로의 폭이 적어 인근 저지대로 지속적인 범람으로 인해 침수됨.침수지역에 집중적인 폭우로 인하여 배수구에 퇴적물 및 이물질이 끼어 배수구가 막히고 상류의 수압을 견디지 못하여 하류에 위치한 농경지에 범람하게 되어 침수 됨.,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상남도 남해군,34.8376721,127.8924234,바다와 금양천의 합류부에 침수 피해지역이 존재하여 하천의 수위상승과 하천 흐름의 지체로 내수배제가 불리한 지역임,바다와 양지천의 합류부에 침수 피해지역이 존재하여 하천의 수위상승과 하천 흐름의 지체로 내수배제가 불리한 지역임,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충청남도 아산시,36.789796,127.0018494,일시적인 집중폭우로 갑작스런 유수량 증가와 배수시설 미비로 인해 빗물의 배출이 원활히 이루어지지 않음.침수피해지역이 인접한 지역에 비해 지대가 낮아 빗물이 갑작스럽게 몰려 일시적인 침수를 초래함.,집중호우와 주변 구거 및 하천의 범람,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충청남도 천안시 서북구,36.8785965,127.143142,천안시 서북구 번영로에서 7.18 집중호우에 따른 하천범람 및 아파트공사장 자재물로 인하여 하수구가 막혀 침수되었음.,천안시 서북구 번영로에서 7.18 집중호우에 따른 하천범람 및 아파트공사장 자재물로 인하여 하수구가 막혀 번영로 약 1km가 침수되었음.,1,천안천 만수로 인한 역류로 저지대 주택 침수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도 여주군,37.2980237,127.6371628,침수지구는 집중호우로 우수량이 급격히 증가하였으며/ 배수로의 정비 부족과 토사가 쌓여 배수기능이 저하되었고/ 우수가 역류되면서 내수 침수가 발생함.,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상남도 밀양시,35.5037598,128.7464415,8월17일 1차 집중호우 및 8월 25일 2차 집중호우로 인해 상당량의 누적 강우가 발생하여 펌프장 배수용량 초과로 인한 피해 발생,밀양강 우수 유입으로 통수능이 저하되어 내수침수 발생,1,침수피해지역이 우곡천옆의 저지대에 위치하여 우수의 유입으로 배수관거의 용량을 초과하는 상습피해 지역,침수패해지역은 인근에 위치한 청도천은 평시에도 배수가 되지 않아 물이 흐르지 않고 있어 배수상태가 좋지 않으며 관개 배수 관거가 좁고 자연 배수로는 집중호우시 청도천의 우수가 역류하여 경작지 피해 발생,침수피해지역은 주변 배수장 및 수문이 설치되어 있으나 순간 집중호우로 청도천의 우수가 역류하고 펌프장 배수용량 초과되어 배수시간이 지연되어 농작물의 피해가 발생,피해지역은 인근에 위치한 초동천 및 성만천의 합류부 지점에 위치하며 배수관거가 좁아 내수배제가 되지 않고 배수관의 관리가 소홀하여 농경지피해발생,낙동강과 청도천의 합류부에 침수 피해지역이 존재하여 하천의 수위상승과 하천 흐름의 지체로 내수배제가 불리한 지역임.,낙동강과 청도천의 합류부에 침수 피해지역이 존재하여 하천의 수위상승과 하천의 흐름의 지체로 내수배제가 불리한 지역임.,침수피해지역은 인근에 위치한 청도천/무안천/부로천 합류부에 위치하며 배수구의 위치가 평시의 하천수위와 동일선상에 존재하여 집중호우시 하천 유수 역류 및 내수배제가 되지 않아 하우스 및 경작지의 농작물의 피해발생,침수피해지역은 인근에 초동천과 초동저수지가 위치하는 저지대로서 현 제방높이가 낮아 해마다 내수침수를 입는 상습 피해 지역으로 하천의 수위상승과 하천 흐름의 지체로 내수배제가 불리하여 농작물의 피해발생. 당해지역은 기계배수시설이 없으며 자연배수의 한계가 있어 배수로의 정비와 기계배수시설이 필요하며 제방시설의 보수가 필요한 지역임.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도 무안군,34.9904542,126.4816856,양간천과 가양천의 합류부에 침수 피해지역이 존재하여 하천의 수위상승과 하천 흐름의 지체로 내수배제가 불리한 지역임,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시 연제구,35.1761938,129.0797244,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생- 온천천 제방 한계 수위까지 물이 불어남.2. 하천 수위 상승으로 인한 내수배제 불량- 온천천 수위 상승으로 배수 지연 및 역류 발생3. 하수/ 우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량 및 역류 발생,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생- 온천천 제방 한계 수위까지 물이 불어남.2. 하천 수위 상승으로 인한 내수배제 불량- 온천천 수위 상승으로 배수 지연 및 역류 발생3. 하수/ 우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량 및 역류 발생,1,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생- 온천천 제방 한계 수위까지 물이 불어남.2. 하천 수위 상승으로 인한 내수배제 불량- 온천천 수위 상승으로 배수 지연 및 역류 발생3. 하수/ 우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량 및 역류 발생,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생- 온천천 제방 한계 수위까지 물이 불어남.2. 하천 수위 상승으로 인한 내수배제 불량- 온천천 수위 상승으로 배수 지연 및 역류 발생3. 하수/ 우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량 및 역류 발생,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생- 온천천 제방 한계 수위까지 물이 불어남.2. 하천 수위 상승으로 인한 내수배제 불량- 온천천 수위 상승으로 배수 지연 및 역류 발생3. 하수/ 우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량 및 역류 발생,1. 부산지역의 기록적인 폭우- 2017.9.11. 약 1시간 동안 집중호우 발생2. 우수가 저지대로 유입- 빗물이 단시간내에 저지대로 유입되어 배수 지연 및 역류 발생3. 하수/ 우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량 및 역류 발생,1. 부산지역의 기록적인 폭우- 2017.9.11. 약 1시간 동안 집중호우 발생2. 우수가 저지대로 유입- 빗물이 단시간내에 저지대로 유입되어 배수 지연 및 역류 발생3. 하수/ 우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량 및 역류 발생,1. 부산지역의 기록적인 폭우- 2017.9.11. 약 1시간 동안 집중호우 발생2. 우수가 저지대로 유입- 빗물이 단시간내에 저지대로 유입되어 배수 지연 및 역류 발생3. 하수/ 우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량 및 역류 발생,1. 부산지역의 기록적인 폭우- 2017.9.11. 약 1시간 동안 집중호우 발생2. 배수펌프장 배전반 침수- 배수펌프장 내 배전반이 침수됨에 따라 펌프 작동이 중단되어 배수 불가3. 배수펌프장 펌프용량 부족- 펌프장 준공 당시와는 달리 각종 오·우수의 추가유입으로 펌프용량 부족4. 수영강 역류 발생- 펌프장에서 수영강으로 방류되는 개수로에서 역류발생5. 노면 유출수 집중현상- 노면유출수 분산처리시설이 미비하여 노면수가 배수펌프장으로 집중유입,1. 부산지역의 기록적인 폭우- 2017.9.11. 약 1시간 동안 집중호우 발생2. 우수가 저지대로 유입- 빗물이 단시간내에 저지대로 유입되어 배수 지연 및 역류 발생3. 하수/ 우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량 및 역류 발생,피해지구는 주변지형보다 상대적으로 지대가 낮아 주변의 우수가 집중되는    지형이며/ 온천천 외수위 상승에 따른 내수배제 불가 및 펌프장 용량      부족에 따른 침수 피해 발생,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도 보성군,34.7714563,127.0798944,집중호우시 급격히 늘어난 배수량을 감당하지 못하고/역류현상이 일어나 지대가 낮은곳부터 침수가 일어남,집중호우시 급격히 늘어난 배수량을 감당하지 못하고/역류현상이 일어나 지대가 낮은곳부터 침수가 일어남,1,집중호우에 의한 하천범람,집중호우에 의한 하천범람,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도 화순군,35.0645029,126.9864799,집중 호우 시 배수량을 감당하지 못하여 지대가 낮은 곳부터 침수가 일어남,집중호우시 늘어난 배수량을 감당하자 못하고 제방부분에서 오히려 역류현상이 일어나 지대가 낮은 곳부터 침수가 일어남,1,집중 호우 시 배수량을 감당하지 못하여 지대가 낮은 곳부터 침수가 일어남,집중 호우 시 배수량을 감당하지 못하여 지대가 낮은 곳부터 침수가 일어남,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라북도 익산시,35.9482858,126.9575991,금강과 강경천/ 어량천이 만나는 구간으로 어량천 제방쪽으로 구거가 설치되어있다.지면의 높이는 어량천이 높고 경지정리 구간이 낮아지는 형태이며/ 배수방향 또한 어량천쪽으로 흐르도록 되어있다.집중호우시 급격히 늘어난 배수량을 감당하지 못하고 역류현상이 일어나 지대가 낮은 곳부터 침수가 일어나 개선책이 필요하다.,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
